state,cx,cy,area,width,height,aspectratio,extent,solidity,normangle
True,116,194,0.1549744897959183,0.8571428571428571,0.2946428571428571,2.9090909090909087,0.6136363636363635,0.9642857142857144,0.3294712702433268
True,61,193,0.0954241071428571,0.5357142857142857,0.2946428571428571,1.818181818181818,0.6045454545454544,0.95,0.4459017859564887
True,129,179,0.1553332270408162,0.8571428571428571,0.2946428571428571,2.9090909090909087,0.6150568181818181,0.9708520179372196,0.3273327297634548
True,63,180,0.0993702168367346,0.5357142857142857,0.2946428571428571,1.818181818181818,0.6295454545454544,0.9486301369863014,0.4536829206678602
True,454,168,0.438376913265306,1.044642857142857,0.7232142857142857,1.4444444444444442,0.5802469135802469,0.9698412698412698,0.3475834528605143
True,448,119,0.1542570153061224,0.8571428571428571,0.2946428571428571,2.9090909090909087,0.6107954545454546,0.9619686800894856,0.3294025633070204
True,461,104,0.1542570153061224,0.8571428571428571,0.2946428571428571,2.9090909090909087,0.6107954545454546,0.9706546275395034,0.3434091356065538
False,1475,240,0.0326450892857142,0.2946428571428571,0.3214285714285714,0.9166666666666669,0.3446969696969696,0.7913043478260869,0.0
False,1023,202,0.0337213010204081,0.2946428571428571,0.3482142857142857,0.8461538461538463,0.3286713286713286,0.7704918032786885,0.0
False,1491,205,0.3641183035714285,0.4553571428571428,0.8839285714285714,0.5151515151515151,0.9046345811051693,0.9960745829244356,0.993471188015408
False,87,205,0.4828603316326529,0.6160714285714285,0.8839285714285714,0.6969696969696969,0.8866930171277998,0.9781976744186046,0.999161359998915
False,29,207,1.278898278061224,1.9553571428571428,0.8839285714285714,2.212121212121212,0.7399335823993357,0.8536877394636014,0.5035004509819878
False,1282,182,0.0165019132653061,0.2410714285714285,0.1875,1.2857142857142856,0.3650793650793651,0.9019607843137256,0.3005992889404297
False,775,182,0.0136320153061224,0.2410714285714285,0.1875,1.2857142857142856,0.3015873015873015,0.7916666666666665,0.0
False,83,165,0.7723612882653059,1.607142857142857,0.8839285714285714,1.818181818181818,0.5436868686868686,0.739608381999313,0.5375220828586155
False,400,132,2.5118781887755097,3.8571428571428568,0.8839285714285714,4.363636363636363,0.7367424242424242,0.8371592539454806,0.4999147203233507
False,173,130,0.1420599489795918,0.4553571428571428,0.4553571428571428,1.0,0.6851211072664359,0.9801980198019804,0.0
False,63,129,2.772680165816326,3.830357142857143,0.8839285714285714,4.333333333333333,0.8189235007416824,0.9107942493518736,0.4643092261420355
False,421,90,1.6021205357142854,2.464285714285714,0.8839285714285714,2.787878787878788,0.7355072463768116,0.8482431149097815,0.4294485304090711
False,362,93,0.7659040178571427,0.9375,0.8839285714285714,1.0606060606060606,0.9242424242424242,0.99580223880597,0.9790336608886718
False,356,60,0.3971221301020407,0.8035714285714285,0.8303571428571428,0.967741935483871,0.5951612903225807,0.979646017699115,0.7686880323621962
False,164,54,0.0028698979591836,0.1071428571428571,0.0803571428571428,1.3333333333333337,0.3333333333333332,1.0,0.5
False,242,37,0.5165816326530611,4.125,0.6428571428571428,6.416666666666667,0.1948051948051948,0.3164835164835164,0.4579612731933594
True,1227,269,0.1542570153061224,0.8571428571428571,0.2946428571428571,2.9090909090909087,0.6107954545454546,0.9662921348314608,0.3465710745917426
True,587,269,0.1542570153061224,0.8571428571428571,0.2946428571428571,2.9090909090909087,0.6107954545454546,0.9662921348314608,0.3465711169772678
True,1240,254,0.1535395408163265,0.8839285714285714,0.2946428571428571,3.0,0.5895316804407712,0.9617977528089888,0.323809708489312
True,599,254,0.1521045918367346,0.8571428571428571,0.2946428571428571,2.9090909090909087,0.6022727272727272,0.9680365296803654,0.3205293443467882
True,587,231,0.1635841836734693,0.8571428571428571,0.2946428571428571,2.9090909090909087,0.6477272727272727,0.9764453961456104,0.3458654191758897
True,599,217,0.1625079719387754,0.8571428571428571,0.2946428571428571,2.9090909090909087,0.6434659090909091,0.9700214132762311,0.3375704659356011
True,243,205,0.4362244897959182,1.0178571428571428,0.7232142857142857,1.4074074074074074,0.5925925925925926,0.9720223820943245,0.3470476998223198
False,610,240,0.0240353954081632,0.2142857142857142,0.3214285714285714,0.6666666666666667,0.3489583333333333,0.858974358974359,0.0
False,75,240,0.0326450892857142,0.2946428571428571,0.3214285714285714,0.9166666666666669,0.3446969696969696,0.7913043478260869,0.0
False,254,362,0.0028698979591836,0.1071428571428571,0.0803571428571428,1.3333333333333337,0.3333333333333332,1.0,0.5
False,244,262,0.3257334183673468,2.0625,0.1875,11.0,0.8423005565862707,1.0,0.5
False,1283,205,0.1413424744897959,0.4553571428571428,0.4553571428571428,1.0,0.6816608996539791,0.9800995024875624,0.3987586127387152
False,32,203,1.3449059311224487,2.1160714285714284,0.8839285714285714,2.3939393939393936,0.7190257000383582,0.8539863325740319,0.4281097412109375
False,887,183,0.0114795918367346,0.4017857142857142,0.0803571428571428,5.0,0.3555555555555555,0.8421052631578947,0.0
False,843,167,1.6250797193877549,2.276785714285714,0.8839285714285714,2.575757575757576,0.8074866310160428,0.9382767191383596,0.4961747487386068
False,1490,117,0.0703124999999999,0.8035714285714285,0.2410714285714285,3.333333333333333,0.3629629629629629,0.8448275862068966,0.583260006374783
False,1284,119,0.0028698979591836,0.1071428571428571,0.0803571428571428,1.3333333333333337,0.3333333333333332,1.0,0.5
False,1287,118,0.0043048469387755,0.1339285714285714,0.0803571428571428,1.6666666666666667,0.4,1.0,0.5
False,844,130,1.684630102040816,2.1160714285714284,0.8839285714285714,2.3939393939393936,0.9006520905255083,0.995126086035177,0.084029303656684
False,879,99,0.0028698979591836,0.0803571428571428,0.1071428571428571,0.75,0.3333333333333332,1.0,0.0
True,618,306,0.1424186862244897,0.8571428571428571,0.2678571428571428,3.2,0.6203124999999999,0.9706601466992666,0.336605241563585
True,264,306,0.1424186862244897,0.8571428571428571,0.2678571428571428,3.2,0.6203124999999999,0.9682926829268294,0.3174705293443468
True,631,292,0.1424186862244897,0.8571428571428571,0.2678571428571428,3.2,0.6203124999999999,0.9682926829268294,0.3174705293443468
True,277,292,0.1424186862244897,0.8571428571428571,0.2678571428571428,3.2,0.6203124999999999,0.9706601466992666,0.336605241563585
True,971,280,0.438376913265306,1.044642857142857,0.7232142857142857,1.4444444444444442,0.5802469135802469,0.9698412698412698,0.347992303636339
